student_id,age,gender,socioeconomic_status,parent_education_level,attendance_rate,study_hours_per_week,quiz_average,assignment_submission_rate,engagement_index,financial_assistance,internet_access,learning_device_type,previous_grades,subject_difficulty,final_exam_score,preferred_learning_style,course_enrolled,interest_tags,pass_fail,risk_level,dropout_likelihood
1151,18,Female,Middle,College,0.92,13.7,71.6,0.99,0.46,No,Stable,Desktop,60.3,Hard,86.9,Visual,BSBA,"Game Dev, Robotics",Pass,Safe,0.58
1152,22,Male,Middle,College,0.67,1.8,89.6,0.47,0.62,Yes,Stable,Smartphone,94.0,Easy,97.6,Reading,BSED,"Accounting, Finance",Pass,Moderate,0.58
1153,21,Female,Low,High School,0.66,12.2,57.9,0.54,0.43,No,Stable,Smartphone,73.9,Hard,85.8,Kinesthetic,BSED,"Leadership, Marketing",Pass,Moderate,0.72
1154,23,Male,Low,High School,0.61,20.0,90.4,0.43,0.34,No,Limited,Smartphone,56.1,Hard,91.3,Auditory,BSIT,"Game Dev, Robotics",Pass,At Risk,0.79
1155,24,Female,Middle,Elementary,0.8,11.6,86.4,0.78,0.56,No,Stable,Smartphone,54.5,Easy,76.2,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.55
1156,20,Female,Middle,College,0.69,10.0,53.8,0.53,0.55,Yes,Stable,Smartphone,59.4,Moderate,90.1,Visual,BSIT,"Leadership, Marketing",Pass,Moderate,0.62
1157,16,Female,Low,Elementary,0.87,6.9,47.9,0.51,1.0,No,Limited,Laptop,91.7,Hard,87.1,Visual,BSED,"Accounting, Finance",Pass,Safe,0.13
1158,18,Male,High,College,0.6,3.3,92.1,0.45,0.61,No,Stable,Laptop,68.6,Moderate,62.6,Kinesthetic,BSED,"Teaching, Research",Fail,At Risk,0.63
1159,25,Female,Middle,Graduate,0.89,14.9,97.8,0.46,0.53,Yes,Stable,Laptop,67.8,Hard,73.1,Kinesthetic,BSED,"Teaching, Research",Fail,Safe,0.53
1160,23,Male,Low,College,0.8,4.7,41.9,0.75,0.71,Yes,Limited,Laptop,64.1,Hard,88.3,Kinesthetic,BSIT,"Accounting, Finance",Pass,Moderate,0.43
1161,21,Female,High,Graduate,0.56,3.2,83.9,0.81,0.36,Yes,Stable,Laptop,56.6,Moderate,42.8,Reading,BSBA,"Leadership, Marketing",Fail,At Risk,0.8
1162,23,Male,High,High School,0.71,9.0,94.6,0.64,0.97,Yes,Limited,Laptop,72.0,Moderate,88.5,Visual,BSED,"Programming, AI",Pass,Moderate,0.31
1163,24,Female,High,College,0.93,16.1,91.4,0.69,0.74,No,Limited,Smartphone,55.9,Hard,50.7,Reading,BSIT,"Accounting, Finance",Fail,Safe,0.31
1164,19,Male,Low,College,0.96,15.2,97.9,0.81,0.83,No,Limited,Laptop,87.6,Moderate,70.9,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.2
1165,16,Male,Middle,College,0.73,2.0,85.6,0.41,0.42,No,Stable,Tablet,66.7,Easy,88.5,Visual,BSED,"Accounting, Finance",Pass,Moderate,0.69
1166,16,Female,Middle,Elementary,0.74,9.6,66.5,0.59,0.59,Yes,None,Laptop,66.9,Easy,55.2,Auditory,BSED,"Teaching, Research",Fail,Moderate,0.56
1167,25,Male,Middle,High School,0.96,10.9,58.7,0.98,0.6,Yes,Stable,Laptop,71.3,Moderate,54.7,Visual,BSBA,"Game Dev, Robotics",Fail,Safe,0.42
1168,19,Male,High,High School,0.79,13.2,59.2,0.75,0.88,No,Limited,Smartphone,70.0,Hard,64.2,Visual,BSIT,"Programming, AI",Fail,Moderate,0.3
1169,22,Female,Middle,College,0.52,13.4,83.5,0.55,0.3,Yes,Stable,Smartphone,94.8,Hard,93.7,Reading,BSIT,"Leadership, Marketing",Pass,At Risk,0.84
1170,17,Male,High,College,0.96,7.9,84.8,0.71,0.51,No,Stable,Laptop,74.5,Moderate,40.0,Visual,BSA,"Leadership, Marketing",Fail,Safe,0.51
1171,18,Male,High,College,0.62,11.7,52.0,0.61,0.99,No,Stable,Tablet,54.0,Easy,94.1,Reading,BSIT,"Game Dev, Robotics",Pass,At Risk,0.39
1172,16,Male,High,Elementary,0.79,10.1,92.1,0.72,0.63,No,None,Tablet,77.3,Moderate,49.2,Kinesthetic,BSBA,"Accounting, Finance",Fail,Moderate,0.5
1173,20,Female,Middle,College,0.58,17.8,82.9,0.48,0.57,No,None,Laptop,56.8,Hard,99.4,Visual,BSA,"Programming, AI",Pass,At Risk,0.67
1174,16,Male,Low,High School,0.52,11.1,73.8,0.48,0.38,Yes,Stable,Laptop,51.4,Easy,97.3,Visual,BSA,"Leadership, Marketing",Pass,At Risk,0.8
1175,23,Female,Middle,High School,0.66,9.4,68.3,0.49,0.98,Yes,Stable,Desktop,93.7,Moderate,69.7,Reading,BSA,"Leadership, Marketing",Fail,Moderate,0.35
1176,16,Male,High,High School,0.89,8.7,72.6,0.96,0.31,Yes,Limited,Smartphone,84.8,Easy,70.8,Kinesthetic,BSED,"Accounting, Finance",Fail,Safe,0.72
1177,16,Male,Low,College,0.64,11.9,49.6,0.84,0.82,No,Stable,Smartphone,94.1,Moderate,68.9,Auditory,BSED,"Game Dev, Robotics",Fail,At Risk,0.48
1178,17,Male,Middle,High School,0.61,16.3,52.2,0.5,0.84,Yes,Stable,Tablet,71.5,Hard,78.1,Kinesthetic,BSIT,"Programming, AI",Pass,At Risk,0.49
1179,17,Female,Low,College,0.61,11.2,45.5,0.51,0.47,Yes,Limited,Laptop,74.0,Moderate,45.4,Reading,BSA,"Game Dev, Robotics",Fail,At Risk,0.71
1180,21,Male,Middle,College,0.76,13.6,49.2,0.84,0.77,No,Stable,Laptop,57.6,Moderate,42.0,Kinesthetic,BSBA,"Game Dev, Robotics",Fail,Moderate,0.41
1181,22,Male,High,Elementary,0.99,15.0,67.2,0.49,0.37,Yes,None,Laptop,61.1,Moderate,43.5,Reading,BSED,"Programming, AI",Fail,Safe,0.63
1182,20,Female,High,College,0.73,10.9,71.8,0.54,0.48,Yes,Stable,Smartphone,87.7,Hard,66.7,Reading,BSBA,"Programming, AI",Fail,Moderate,0.65
1183,16,Male,Low,High School,0.78,9.1,41.1,0.98,0.85,Yes,Stable,Smartphone,66.0,Easy,56.5,Auditory,BSBA,"Leadership, Marketing",Fail,Moderate,0.34
1184,16,Female,High,High School,0.93,17.7,87.8,0.55,0.91,No,Stable,Smartphone,87.2,Moderate,77.3,Visual,BSED,"Leadership, Marketing",Pass,Safe,0.15
1185,18,Female,Middle,High School,0.77,8.9,57.7,0.8,0.73,No,Limited,Laptop,81.9,Moderate,99.5,Reading,BSED,"Programming, AI",Pass,Moderate,0.44
1186,17,Male,Middle,High School,0.59,9.8,94.7,0.99,0.65,No,Stable,Laptop,58.0,Hard,63.2,Reading,BSED,"Teaching, Research",Fail,At Risk,0.62
1187,20,Female,Middle,College,0.65,19.8,98.1,0.62,0.41,Yes,Limited,Laptop,72.8,Moderate,74.4,Auditory,BSED,"Leadership, Marketing",Fail,At Risk,0.73
1188,25,Male,Middle,High School,0.65,1.0,51.1,0.41,0.34,No,Stable,Smartphone,80.5,Easy,64.9,Reading,BSA,"Teaching, Research",Fail,At Risk,0.78
1189,21,Female,Middle,College,0.7,4.5,67.7,0.55,0.38,No,Limited,Smartphone,60.6,Moderate,90.8,Visual,BSA,"Programming, AI",Pass,Moderate,0.73
1190,22,Female,Middle,College,0.71,8.3,40.1,0.9,0.46,Yes,Stable,Laptop,87.4,Moderate,94.1,Auditory,BSA,"Leadership, Marketing",Pass,Moderate,0.67
1191,19,Male,Low,College,0.9,18.7,75.9,0.92,0.54,No,Stable,Tablet,74.5,Easy,92.6,Visual,BSA,"Game Dev, Robotics",Pass,Safe,0.51
1192,22,Female,Middle,College,0.67,2.3,76.4,0.86,0.57,Yes,Limited,Laptop,57.4,Hard,98.5,Visual,BSIT,"Programming, AI",Pass,Moderate,0.62
1193,23,Female,Middle,College,0.73,1.2,54.9,0.47,0.54,No,Stable,Desktop,76.2,Easy,41.7,Auditory,BSA,"Accounting, Finance",Fail,Moderate,0.61
1194,16,Female,Low,High School,0.81,2.0,73.5,0.88,0.47,No,Stable,Laptop,95.0,Moderate,90.4,Reading,BSED,"Teaching, Research",Pass,Moderate,0.62
1195,21,Female,Middle,High School,0.69,2.7,53.5,0.95,0.66,Yes,Limited,Smartphone,56.8,Moderate,85.1,Visual,BSBA,"Programming, AI",Pass,Moderate,0.54
1196,23,Female,Middle,College,0.92,1.7,49.6,0.76,0.88,No,Stable,Laptop,86.8,Moderate,53.7,Visual,BSA,"Programming, AI",Fail,Safe,0.19
1197,20,Male,Middle,College,0.79,10.1,79.1,0.96,0.5,No,Limited,Desktop,59.3,Moderate,97.4,Visual,BSIT,"Leadership, Marketing",Pass,Moderate,0.6
1198,19,Female,Middle,High School,0.65,12.0,59.6,0.9,0.96,No,Stable,Laptop,85.2,Hard,48.9,Visual,BSED,"Leadership, Marketing",Fail,At Risk,0.38
1199,17,Male,High,High School,0.86,6.2,75.4,0.8,0.91,Yes,Limited,Laptop,83.1,Moderate,80.8,Auditory,BSBA,"Leadership, Marketing",Pass,Safe,0.22
1200,21,Female,Middle,High School,0.76,8.6,66.0,0.75,0.41,Yes,Stable,Laptop,63.5,Moderate,53.5,Auditory,BSBA,"Accounting, Finance",Fail,Moderate,0.69
